codigo,name,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,generation,shape,total,url_image
690,skrelp,poison,water,60,60,50,60,60,30,6,blob,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/690.svg
691,dragalge,poison,dragon,75,90,65,97,123,44,6,blob,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/691.svg
692,clauncher,water,NA,53,62,50,58,63,44,6,armor,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/692.svg
693,clawitzer,water,NA,73,88,71,120,89,59,6,squiggle,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/693.svg
694,helioptile,electric,normal,38,33,44,61,43,70,6,upright,289,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/694.svg
695,heliolisk,electric,normal,55,52,62,109,94,109,6,upright,481,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/695.svg
696,tyrunt,rock,dragon,89,77,58,45,45,48,6,upright,362,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/696.svg
697,tyrantrum,rock,dragon,121,119,82,69,59,71,6,upright,521,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/697.svg
698,amaura,rock,ice,59,50,77,67,63,46,6,quadruped,362,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/698.svg
699,aurorus,rock,ice,77,72,123,99,92,58,6,quadruped,521,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/699.svg
700,sylveon,fairy,NA,65,65,95,110,130,60,6,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/700.svg
701,hawlucha,fighting,flying,92,75,78,74,63,118,6,humanoid,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/701.svg
702,dedenne,electric,fairy,58,57,67,81,67,101,6,upright,431,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/702.svg
703,carbink,rock,fairy,50,150,50,50,150,50,6,ball,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/703.svg
704,goomy,dragon,NA,50,35,45,55,75,40,6,squiggle,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/704.svg
705,sliggoo,dragon,NA,75,53,68,83,113,60,6,squiggle,452,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/705.svg
706,goodra,dragon,NA,100,70,90,110,150,80,6,upright,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/706.svg
707,klefki,steel,fairy,80,91,57,80,87,75,6,ball,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/707.svg
708,phantump,ghost,grass,70,48,43,50,60,38,6,arms,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/708.svg
709,trevenant,ghost,grass,110,76,85,65,82,56,6,tentacles,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/709.svg
710,pumpkaboo-average,ghost,grass,66,70,49,44,55,51,6,ball,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/710.svg
711,gourgeist-average,ghost,grass,90,122,65,58,75,84,6,blob,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/711.svg
712,bergmite,ice,NA,69,85,55,32,35,28,6,quadruped,304,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/712.svg
713,avalugg,ice,NA,117,184,95,44,46,28,6,quadruped,514,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/713.svg
714,noibat,flying,dragon,30,35,40,45,40,55,6,wings,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/714.svg
715,noivern,flying,dragon,70,80,85,97,80,123,6,wings,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/715.svg
716,xerneas,fairy,NA,131,95,126,131,98,99,6,quadruped,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/716.svg
717,yveltal,dark,flying,131,95,126,131,98,99,6,wings,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/717.svg
718,zygarde,dragon,ground,100,121,108,81,95,95,6,squiggle,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/718.svg
719,diancie,rock,fairy,100,150,50,100,150,50,6,arms,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/719.svg
720,hoopa,psychic,ghost,110,60,80,150,130,70,6,ball,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/720.svg
721,volcanion,fire,water,110,120,80,130,90,70,6,ball,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/721.svg
